"ITTER107","Territorio","TIPO_DATO15","Tipo dato","SEXISTAT1","Sesso","CAUSEMORTE_SL","Causa iniziale di morte - European Short List","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF4","Puglia","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2018","2018",435,,
"ITF4","Puglia","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2019","2019",387,,
"ITF4","Puglia","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2020","2020",409,,
"ITF4","Puglia","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2021","2021",413,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2010","2010",150,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2011","2011",165,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2012","2012",136,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2013","2013",145,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2014","2014",171,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2015","2015",146,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",177,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2017","2017",164,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2018","2018",163,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2019","2019",201,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2020","2020",171,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2021","2021",174,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2010","2010",83,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2011","2011",96,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2012","2012",73,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2013","2013",98,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2014","2014",103,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2015","2015",85,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2016","2016",87,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2017","2017",111,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2018","2018",84,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2019","2019",91,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2020","2020",113,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2021","2021",72,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2010","2010",1764,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2011","2011",1857,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2012","2012",1861,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2013","2013",1764,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2014","2014",1779,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2015","2015",1860,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",1789,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2017","2017",1801,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2018","2018",1881,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2019","2019",1822,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2020","2020",1841,,
"ITF4","Puglia","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2021","2021",1777,,
"ITF4","Puglia","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2010","2010",2422,,
"ITF4","Puglia","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2011","2011",2676,,
"ITF4","Puglia","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2012","2012",2651,,
"ITF4","Puglia","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2013","2013",2366,,
"ITF4","Puglia","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2014","2014",2501,,
"ITF4","Puglia","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2015","2015",3003,,
"ITF4","Puglia","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2016","2016",2792,,
"ITF4","Puglia","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2017","2017",3331,,
"ITF4","Puglia","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2018","2018",3204,,
"ITF4","Puglia","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2019","2019",3268,,
"ITF4","Puglia","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2020","2020",3231,,
"ITF4","Puglia","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2021","2021",2944,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2010","2010",1663,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2011","2011",1705,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2012","2012",1633,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2013","2013",1437,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2014","2014",1476,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2015","2015",1752,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2016","2016",1732,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2017","2017",2043,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2018","2018",1865,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2019","2019",1892,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2020","2020",1855,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2021","2021",1592,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_1","di cui asma","2010","2010",27,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_1","di cui asma","2011","2011",20,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_1","di cui asma","2012","2012",21,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_1","di cui asma","2013","2013",24,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_1","di cui asma","2014","2014",14,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_1","di cui asma","2015","2015",25,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_1","di cui asma","2016","2016",27,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_1","di cui asma","2017","2017",19,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_1","di cui asma","2018","2018",26,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_1","di cui asma","2019","2019",22,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_1","di cui asma","2020","2020",19,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_1","di cui asma","2021","2021",29,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2010","2010",1636,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2011","2011",1685,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2012","2012",1612,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2013","2013",1413,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2014","2014",1462,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2015","2015",1727,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",1705,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2017","2017",2024,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2018","2018",1839,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2019","2019",1870,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2020","2020",1836,,
"ITF4","Puglia","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2021","2021",1563,,
"ITF4","Puglia","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2010","2010",497,,
"ITF4","Puglia","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2011","2011",613,,
"ITF4","Puglia","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2012","2012",683,,
"ITF4","Puglia","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2013","2013",614,,
"ITF4","Puglia","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2014","2014",685,,
"ITF4","Puglia","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2015","2015",788,,
"ITF4","Puglia","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2016","2016",696,,
"ITF4","Puglia","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2017","2017",810,,
"ITF4","Puglia","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2018","2018",871,,
"ITF4","Puglia","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2019","2019",848,,
"ITF4","Puglia","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2020","2020",886,,
"ITF4","Puglia","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2021","2021",906,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2010","2010",19,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2011","2011",24,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2012","2012",17,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2013","2013",15,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2014","2014",22,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2015","2015",21,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",24,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2017","2017",18,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2018","2018",18,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2019","2019",29,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2020","2020",21,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2021","2021",19,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2010","2010",15,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2011","2011",19,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2012","2012",8,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2013","2013",15,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2014","2014",20,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2015","2015",13,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2016","2016",12,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2017","2017",18,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2018","2018",20,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2019","2019",15,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2020","2020",25,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2021","2021",14,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2010","2010",1,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2011","2011",1,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2012","2012",3,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2013","2013",1,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2014","2014",3,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2015","2015",1,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2017","2017",1,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2018","2018",4,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2019","2019",1,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2020","2020",3,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2021","2021",2,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2010","2010",197,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2011","2011",224,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2012","2012",221,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2013","2013",209,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2014","2014",217,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2015","2015",215,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",204,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2017","2017",199,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2018","2018",235,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2019","2019",222,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2020","2020",215,,
"ITF41","Foggia","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2021","2021",194,,
"ITF41","Foggia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2010","2010",253,,
"ITF41","Foggia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2011","2011",250,,
"ITF41","Foggia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2012","2012",238,,
"ITF41","Foggia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2013","2013",196,,
"ITF41","Foggia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2014","2014",196,,
"ITF41","Foggia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2015","2015",257,,
"ITF41","Foggia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2016","2016",240,,
"ITF41","Foggia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2017","2017",239,,
"ITF41","Foggia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2018","2018",247,,
"ITF41","Foggia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2019","2019",218,,
"ITF41","Foggia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2020","2020",262,,
"ITF41","Foggia","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2021","2021",227,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2010","2010",182,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2011","2011",163,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2012","2012",144,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2013","2013",129,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2014","2014",116,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2015","2015",151,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2016","2016",134,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2017","2017",139,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2018","2018",132,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2019","2019",123,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2020","2020",145,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2021","2021",114,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_1","di cui asma","2010","2010",2,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_1","di cui asma","2011","2011",2,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_1","di cui asma","2012","2012",2,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_1","di cui asma","2013","2013",1,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_1","di cui asma","2014","2014",2,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_1","di cui asma","2015","2015",2,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_1","di cui asma","2016","2016",3,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_1","di cui asma","2017","2017",2,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_1","di cui asma","2018","2018",2,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_1","di cui asma","2019","2019",1,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_1","di cui asma","2021","2021",2,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2010","2010",180,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2011","2011",161,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2012","2012",142,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2013","2013",128,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2014","2014",114,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2015","2015",149,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",131,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2017","2017",137,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2018","2018",130,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2019","2019",122,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2020","2020",145,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2021","2021",112,,
"ITF41","Foggia","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2010","2010",71,,
"ITF41","Foggia","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2011","2011",79,,
"ITF41","Foggia","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2012","2012",66,,
"ITF41","Foggia","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2013","2013",69,,
"ITF41","Foggia","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2014","2014",63,,
"ITF41","Foggia","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2015","2015",78,,
"ITF41","Foggia","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",95,,
"ITF41","Foggia","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2017","2017",104,,
"ITF41","Foggia","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2018","2018",81,,
"ITF41","Foggia","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2019","2019",84,,
"ITF41","Foggia","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2020","2020",90,,
"ITF41","Foggia","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2021","2021",89,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2010","2010",54,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2011","2011",62,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2012","2012",67,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2013","2013",44,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2014","2014",57,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2015","2015",77,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2016","2016",81,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2017","2017",62,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2018","2018",89,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2019","2019",66,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2020","2020",81,,
"ITF41","Foggia","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2021","2021",75,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2010","2010",6,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2011","2011",9,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2012","2012",3,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2013","2013",6,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2014","2014",4,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2015","2015",6,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",7,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2017","2017",4,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2018","2018",7,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2019","2019",15,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2020","2020",8,,
"ITF41","Foggia","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2021","2021",5,,
"ITF41","Foggia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2010","2010",25,,
"ITF41","Foggia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2011","2011",33,,
"ITF41","Foggia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2012","2012",20,,
"ITF41","Foggia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2013","2013",21,,
"ITF41","Foggia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2014","2014",26,,
"ITF41","Foggia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2015","2015",27,,
"ITF41","Foggia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",31,,
"ITF41","Foggia","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2017","2017",22,,
